##Databases: Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
mitotic cell cycle arrest	Gene Ontology	GO:0071850	1	17	0.708825645507	0.871857683501	ENSG00000170835	http://amigo.geneontology.org/amigo/term/GO:0071850
negative regulation of cell-substrate adhesion	Gene Ontology	GO:0010812	1	17	0.708825645507	0.871857683501	ENSG00000152377	http://amigo.geneontology.org/amigo/term/GO:0010812
negative regulation of protein localization to nucleus	Gene Ontology	GO:1900181	1	17	0.708825645507	0.871857683501	ENSG00000066405	http://amigo.geneontology.org/amigo/term/GO:1900181
NAD+ kinase activity	Gene Ontology	GO:0003951	1	17	0.708825645507	0.871857683501	ENSG00000274588	http://amigo.geneontology.org/amigo/term/GO:0003951
negative regulation of axon extension	Gene Ontology	GO:0030517	1	17	0.708825645507	0.871857683501	ENSG00000087250	http://amigo.geneontology.org/amigo/term/GO:0030517
apical dendrite	Gene Ontology	GO:0097440	1	17	0.708825645507	0.871857683501	ENSG00000063015	http://amigo.geneontology.org/amigo/term/GO:0097440
cellular respiration	Gene Ontology	GO:0045333	1	17	0.708825645507	0.871857683501	ENSG00000131055	http://amigo.geneontology.org/amigo/term/GO:0045333
positive regulation of protein localization to cell surface	Gene Ontology	GO:2000010	1	17	0.708825645507	0.871857683501	ENSG00000144452	http://amigo.geneontology.org/amigo/term/GO:2000010
Schaffer collateral - CA1 synapse	Gene Ontology	GO:0098685	5	84	0.709979317518	0.87301319218	ENSG00000168959|ENSG00000277586|ENSG00000187323|ENSG00000155897|ENSG00000168539	http://amigo.geneontology.org/amigo/term/GO:0098685
regulation of endocytosis	Gene Ontology	GO:0030100	2	35	0.713049369864	0.874940133152	ENSG00000140945|ENSG00000204936	http://amigo.geneontology.org/amigo/term/GO:0030100
protein phosphatase regulator activity	Gene Ontology	GO:0019888	2	35	0.713049369864	0.874940133152	ENSG00000074211|ENSG00000131771	http://amigo.geneontology.org/amigo/term/GO:0019888
establishment of cell polarity	Gene Ontology	GO:0030010	2	35	0.713049369864	0.874940133152	ENSG00000159259|ENSG00000174672	http://amigo.geneontology.org/amigo/term/GO:0030010
negative regulation of protein catabolic process	Gene Ontology	GO:0042177	2	35	0.713049369864	0.874940133152	ENSG00000155816|ENSG00000183454	http://amigo.geneontology.org/amigo/term/GO:0042177
energy homeostasis	Gene Ontology	GO:0097009	2	35	0.713049369864	0.874940133152	ENSG00000135324|ENSG00000177508	http://amigo.geneontology.org/amigo/term/GO:0097009
calcium channel regulator activity	Gene Ontology	GO:0005246	2	35	0.713049369864	0.874940133152	ENSG00000108878|ENSG00000075461	http://amigo.geneontology.org/amigo/term/GO:0005246
actin filament bundle assembly	Gene Ontology	GO:0051017	2	35	0.713049369864	0.874940133152	ENSG00000128298|ENSG00000006611	http://amigo.geneontology.org/amigo/term/GO:0051017
calcium channel activity	Gene Ontology	GO:0005262	3	52	0.714762349267	0.876332813552	ENSG00000176884|ENSG00000174343|ENSG00000166473	http://amigo.geneontology.org/amigo/term/GO:0005262
sphingolipid biosynthetic process	Gene Ontology	GO:0030148	3	52	0.714762349267	0.876332813552	ENSG00000223802|ENSG00000119915|ENSG00000132746	http://amigo.geneontology.org/amigo/term/GO:0030148
ATPase activity	Gene Ontology	GO:0016887	14	224	0.714829514662	0.876332813552	ENSG00000144452|ENSG00000121621|ENSG00000163808|ENSG00000006071|ENSG00000186185|ENSG00000142945|ENSG00000112984|ENSG00000137807|ENSG00000237649|ENSG00000118193|ENSG00000130294|ENSG00000004846|ENSG00000155980|ENSG00000197299	http://amigo.geneontology.org/amigo/term/GO:0016887
regulation of transcription, DNA-templated	Gene Ontology	GO:0006355	50	760	0.719634821855	0.881958465882	ENSG00000137270|ENSG00000165583|ENSG00000137310|ENSG00000165584|ENSG00000196109|ENSG00000125285|ENSG00000126856|ENSG00000204648|ENSG00000179059|ENSG00000196350|ENSG00000168875|ENSG00000198028|ENSG00000184489|ENSG00000108813|ENSG00000160224|ENSG00000168267|ENSG00000121075|ENSG00000178860|ENSG00000139445|ENSG00000268696|ENSG00000101057|ENSG00000167157|ENSG00000169548|ENSG00000106462|ENSG00000197123|ENSG00000126778|ENSG00000230257|ENSG00000144354|ENSG00000213973|ENSG00000229676|ENSG00000182111|ENSG00000223614|ENSG00000164256|ENSG00000181449|ENSG00000128714|ENSG00000198633|ENSG00000182968|ENSG00000197472|ENSG00000149948|ENSG00000126733|ENSG00000172000|ENSG00000176887|ENSG00000147255|ENSG00000184357|ENSG00000101412|ENSG00000197360|ENSG00000126752|ENSG00000269067|ENSG00000137948|ENSG00000183850	http://amigo.geneontology.org/amigo/term/GO:0006355
cortical actin cytoskeleton	Gene Ontology	GO:0030864	3	53	0.726188657654	0.882598802229	ENSG00000099812|ENSG00000077522|ENSG00000166866	http://amigo.geneontology.org/amigo/term/GO:0030864
cellular response to cytokine stimulus	Gene Ontology	GO:0071345	3	53	0.726188657654	0.882598802229	ENSG00000138795|ENSG00000160973|ENSG00000163623	http://amigo.geneontology.org/amigo/term/GO:0071345
Cajal body	Gene Ontology	GO:0015030	3	53	0.726188657654	0.882598802229	ENSG00000278023|ENSG00000104147|ENSG00000185046	http://amigo.geneontology.org/amigo/term/GO:0015030
release of sequestered calcium ion into cytosol	Gene Ontology	GO:0051209	2	36	0.726826447398	0.882598802229	ENSG00000147246|ENSG00000055732	http://amigo.geneontology.org/amigo/term/GO:0051209
positive regulation of interleukin-12 production	Gene Ontology	GO:0032735	2	36	0.726826447398	0.882598802229	ENSG00000110492|ENSG00000016082	http://amigo.geneontology.org/amigo/term/GO:0032735
negative regulation of interferon-gamma production	Gene Ontology	GO:0032689	2	36	0.726826447398	0.882598802229	ENSG00000149021|ENSG00000123999	http://amigo.geneontology.org/amigo/term/GO:0032689
positive regulation of Wnt signaling pathway	Gene Ontology	GO:0030177	2	36	0.726826447398	0.882598802229	ENSG00000035499|ENSG00000164362	http://amigo.geneontology.org/amigo/term/GO:0030177
nuclear envelope organization	Gene Ontology	GO:0006998	1	18	0.728122482009	0.882598802229	ENSG00000164744	http://amigo.geneontology.org/amigo/term/GO:0006998
protein-membrane adaptor activity	Gene Ontology	GO:0043495	1	18	0.728122482009	0.882598802229	ENSG00000164744	http://amigo.geneontology.org/amigo/term/GO:0043495
ATP-dependent microtubule motor activity, minus-end-directed	Gene Ontology	GO:0008569	1	18	0.728122482009	0.882598802229	ENSG00000158486	http://amigo.geneontology.org/amigo/term/GO:0008569
myeloid dendritic cell differentiation	Gene Ontology	GO:0043011	1	18	0.728122482009	0.882598802229	ENSG00000213886	http://amigo.geneontology.org/amigo/term/GO:0043011
anion transport	Gene Ontology	GO:0006820	1	18	0.728122482009	0.882598802229	ENSG00000174502	http://amigo.geneontology.org/amigo/term/GO:0006820
myelination in peripheral nervous system	Gene Ontology	GO:0022011	1	18	0.728122482009	0.882598802229	ENSG00000184486	http://amigo.geneontology.org/amigo/term/GO:0022011
positive regulation of macrophage derived foam cell differentiation	Gene Ontology	GO:0010744	1	18	0.728122482009	0.882598802229	ENSG00000179593	http://amigo.geneontology.org/amigo/term/GO:0010744
regulation of sodium ion transmembrane transporter activity	Gene Ontology	GO:2000649	1	18	0.728122482009	0.882598802229	ENSG00000089356	http://amigo.geneontology.org/amigo/term/GO:2000649
regulation of phosphatidylinositol 3-kinase activity	Gene Ontology	GO:0043551	1	18	0.728122482009	0.882598802229	ENSG00000110148	http://amigo.geneontology.org/amigo/term/GO:0043551
cell communication	Gene Ontology	GO:0007154	1	18	0.728122482009	0.882598802229	ENSG00000104147	http://amigo.geneontology.org/amigo/term/GO:0007154
epithelial cilium movement involved in extracellular fluid movement	Gene Ontology	GO:0003351	1	18	0.728122482009	0.882598802229	ENSG00000154040	http://amigo.geneontology.org/amigo/term/GO:0003351
response to ATP	Gene Ontology	GO:0033198	1	18	0.728122482009	0.882598802229	ENSG00000187848	http://amigo.geneontology.org/amigo/term/GO:0033198
high-density lipoprotein particle remodeling	Gene Ontology	GO:0034375	1	18	0.728122482009	0.882598802229	ENSG00000110244	http://amigo.geneontology.org/amigo/term/GO:0034375
cellular response to ATP	Gene Ontology	GO:0071318	1	18	0.728122482009	0.882598802229	ENSG00000186912	http://amigo.geneontology.org/amigo/term/GO:0071318
positive regulation of histone acetylation	Gene Ontology	GO:0035066	1	18	0.728122482009	0.882598802229	ENSG00000016082	http://amigo.geneontology.org/amigo/term/GO:0035066
regulation of reactive oxygen species metabolic process	Gene Ontology	GO:2000377	1	18	0.728122482009	0.882598802229	ENSG00000111206	http://amigo.geneontology.org/amigo/term/GO:2000377
filopodium tip	Gene Ontology	GO:0032433	1	18	0.728122482009	0.882598802229	ENSG00000169760	http://amigo.geneontology.org/amigo/term/GO:0032433
endosome lumen	Gene Ontology	GO:0031904	1	18	0.728122482009	0.882598802229	ENSG00000136487	http://amigo.geneontology.org/amigo/term/GO:0031904
pseudopodium	Gene Ontology	GO:0031143	1	18	0.728122482009	0.882598802229	ENSG00000077522	http://amigo.geneontology.org/amigo/term/GO:0031143
activation of protein kinase A activity	Gene Ontology	GO:0034199	1	18	0.728122482009	0.882598802229	ENSG00000155897	http://amigo.geneontology.org/amigo/term/GO:0034199
MAP kinase kinase activity	Gene Ontology	GO:0004708	1	18	0.728122482009	0.882598802229	ENSG00000168078	http://amigo.geneontology.org/amigo/term/GO:0004708
polypeptide N-acetylgalactosaminyltransferase activity	Gene Ontology	GO:0004653	1	18	0.728122482009	0.882598802229	ENSG00000136542	http://amigo.geneontology.org/amigo/term/GO:0004653
endocardial cushion morphogenesis	Gene Ontology	GO:0003203	1	18	0.728122482009	0.882598802229	ENSG00000016082	http://amigo.geneontology.org/amigo/term/GO:0003203
vesicle transport along microtubule	Gene Ontology	GO:0047496	1	18	0.728122482009	0.882598802229	ENSG00000158560	http://amigo.geneontology.org/amigo/term/GO:0047496
protein localization to organelle	Gene Ontology	GO:0033365	1	18	0.728122482009	0.882598802229	ENSG00000070729	http://amigo.geneontology.org/amigo/term/GO:0033365
cell junction assembly	Gene Ontology	GO:0034329	1	18	0.728122482009	0.882598802229	ENSG00000128591	http://amigo.geneontology.org/amigo/term/GO:0034329
positive regulation of transcription of Notch receptor target	Gene Ontology	GO:0007221	1	18	0.728122482009	0.882598802229	ENSG00000126787	http://amigo.geneontology.org/amigo/term/GO:0007221
N-acyltransferase activity	Gene Ontology	GO:0016410	1	18	0.728122482009	0.882598802229	ENSG00000223802	http://amigo.geneontology.org/amigo/term/GO:0016410
negative regulation of viral entry into host cell	Gene Ontology	GO:0046597	1	18	0.728122482009	0.882598802229	ENSG00000142748	http://amigo.geneontology.org/amigo/term/GO:0046597
ephrin receptor signaling pathway	Gene Ontology	GO:0048013	5	86	0.728171085421	0.882598802229	ENSG00000176884|ENSG00000133216|ENSG00000185046|ENSG00000145242|ENSG00000183317	http://amigo.geneontology.org/amigo/term/GO:0048013
zinc ion binding	Gene Ontology	GO:0008270	53	809	0.734789044248	0.89035544315	ENSG00000137270|ENSG00000137745|ENSG00000102174|ENSG00000167434|ENSG00000221926|ENSG00000138100|ENSG00000174460|ENSG00000176979|ENSG00000087250|ENSG00000015413|ENSG00000163295|ENSG00000131914|ENSG00000164756|ENSG00000162931|ENSG00000179580|ENSG00000169688|ENSG00000183454|ENSG00000177238|ENSG00000099953|ENSG00000091704|ENSG00000187772|ENSG00000146755|ENSG00000146054|ENSG00000197299|ENSG00000262406|ENSG00000011332|ENSG00000105278|ENSG00000109674|ENSG00000188613|ENSG00000186487|ENSG00000151789|ENSG00000242265|ENSG00000196611|ENSG00000183654|ENSG00000173157|ENSG00000178538|ENSG00000172901|ENSG00000154975|ENSG00000166670|ENSG00000206557|ENSG00000158022|ENSG00000112818|ENSG00000144583|ENSG00000134253|ENSG00000152128|ENSG00000167900|ENSG00000074410|ENSG00000160224|ENSG00000158516|ENSG00000107159|ENSG00000276043|ENSG00000183837|ENSG00000081051	http://amigo.geneontology.org/amigo/term/GO:0008270
positive regulation of GTPase activity	Gene Ontology	GO:0043547	19	304	0.736402481814	0.892014926559	ENSG00000198826|ENSG00000154096|ENSG00000006606|ENSG00000145087|ENSG00000165973|ENSG00000114346|ENSG00000111432|ENSG00000106462|ENSG00000161800|ENSG00000035499|ENSG00000058335|ENSG00000147509|ENSG00000109205|ENSG00000131142|ENSG00000147256|ENSG00000024526|ENSG00000242173|ENSG00000124143|ENSG00000103546	http://amigo.geneontology.org/amigo/term/GO:0043547
positive regulation of interleukin-8 production	Gene Ontology	GO:0032757	3	54	0.737253073043	0.892014926559	ENSG00000263761|ENSG00000172458|ENSG00000181092	http://amigo.geneontology.org/amigo/term/GO:0032757
transcription repressor complex	Gene Ontology	GO:0017053	3	54	0.737253073043	0.892014926559	ENSG00000173404|ENSG00000024526|ENSG00000170786	http://amigo.geneontology.org/amigo/term/GO:0017053
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	Gene Ontology	GO:0043280	3	54	0.737253073043	0.892014926559	ENSG00000154342|ENSG00000183770|ENSG00000145386	http://amigo.geneontology.org/amigo/term/GO:0043280
positive regulation of protein kinase activity	Gene Ontology	GO:0045860	3	54	0.737253073043	0.892014926559	ENSG00000115263|ENSG00000138778|ENSG00000145386	http://amigo.geneontology.org/amigo/term/GO:0045860
phosphatidylinositol 3-kinase signaling	Gene Ontology	GO:0014065	2	37	0.74003850538	0.894212860796	ENSG00000274391|ENSG00000144460	http://amigo.geneontology.org/amigo/term/GO:0014065
cell maturation	Gene Ontology	GO:0048469	2	37	0.74003850538	0.894212860796	ENSG00000170819|ENSG00000106128	http://amigo.geneontology.org/amigo/term/GO:0048469
histone H4 acetylation	Gene Ontology	GO:0043967	2	37	0.74003850538	0.894212860796	ENSG00000221926|ENSG00000138795	http://amigo.geneontology.org/amigo/term/GO:0043967
cadherin binding	Gene Ontology	GO:0045296	19	305	0.741128492999	0.894212860796	ENSG00000011426|ENSG00000081138|ENSG00000163993|ENSG00000150394|ENSG00000145526|ENSG00000157456|ENSG00000140945|ENSG00000079112|ENSG00000159259|ENSG00000169862|ENSG00000102837|ENSG00000167880|ENSG00000040731|ENSG00000113100|ENSG00000175793|ENSG00000149654|ENSG00000154162|ENSG00000066032|ENSG00000139734	http://amigo.geneontology.org/amigo/term/GO:0045296
platelet formation	Gene Ontology	GO:0030220	1	19	0.746141119663	0.894212860796	ENSG00000165682	http://amigo.geneontology.org/amigo/term/GO:0030220
positive regulation of monocyte chemotaxis	Gene Ontology	GO:0090026	1	19	0.746141119663	0.894212860796	ENSG00000189377	http://amigo.geneontology.org/amigo/term/GO:0090026
positive regulation of T cell differentiation	Gene Ontology	GO:0045582	1	19	0.746141119663	0.894212860796	ENSG00000110492	http://amigo.geneontology.org/amigo/term/GO:0045582
regulation of protein kinase activity	Gene Ontology	GO:0045859	1	19	0.746141119663	0.894212860796	ENSG00000114346	http://amigo.geneontology.org/amigo/term/GO:0045859
lipoprotein metabolic process	Gene Ontology	GO:0042157	1	19	0.746141119663	0.894212860796	ENSG00000110244	http://amigo.geneontology.org/amigo/term/GO:0042157
long-chain fatty-acyl-CoA biosynthetic process	Gene Ontology	GO:0035338	1	19	0.746141119663	0.894212860796	ENSG00000119915	http://amigo.geneontology.org/amigo/term/GO:0035338
regulation of blood vessel diameter	Gene Ontology	GO:0097746	1	19	0.746141119663	0.894212860796	ENSG00000181408	http://amigo.geneontology.org/amigo/term/GO:0097746
blastocyst development	Gene Ontology	GO:0001824	1	19	0.746141119663	0.894212860796	ENSG00000117650	http://amigo.geneontology.org/amigo/term/GO:0001824
organic acid metabolic process	Gene Ontology	GO:0006082	1	19	0.746141119663	0.894212860796	ENSG00000073067	http://amigo.geneontology.org/amigo/term/GO:0006082
vesicle transport along actin filament	Gene Ontology	GO:0030050	1	19	0.746141119663	0.894212860796	ENSG00000166866	http://amigo.geneontology.org/amigo/term/GO:0030050
apicolateral plasma membrane	Gene Ontology	GO:0016327	1	19	0.746141119663	0.894212860796	ENSG00000261150	http://amigo.geneontology.org/amigo/term/GO:0016327
positive regulation of bone resorption	Gene Ontology	GO:0045780	1	19	0.746141119663	0.894212860796	ENSG00000118785	http://amigo.geneontology.org/amigo/term/GO:0045780
ARF guanyl-nucleotide exchange factor activity	Gene Ontology	GO:0005086	1	19	0.746141119663	0.894212860796	ENSG00000112379	http://amigo.geneontology.org/amigo/term/GO:0005086
androgen receptor signaling pathway	Gene Ontology	GO:0030521	1	19	0.746141119663	0.894212860796	ENSG00000124939	http://amigo.geneontology.org/amigo/term/GO:0030521
translation elongation factor activity	Gene Ontology	GO:0003746	1	19	0.746141119663	0.894212860796	ENSG00000101210	http://amigo.geneontology.org/amigo/term/GO:0003746
negative regulation of cell-matrix adhesion	Gene Ontology	GO:0001953	1	19	0.746141119663	0.894212860796	ENSG00000147889	http://amigo.geneontology.org/amigo/term/GO:0001953
leukocyte tethering or rolling	Gene Ontology	GO:0050901	1	19	0.746141119663	0.894212860796	ENSG00000174697	http://amigo.geneontology.org/amigo/term/GO:0050901
regulation of mitotic spindle assembly	Gene Ontology	GO:1901673	1	19	0.746141119663	0.894212860796	ENSG00000166851	http://amigo.geneontology.org/amigo/term/GO:1901673
core promoter sequence-specific DNA binding	Gene Ontology	GO:0001046	1	19	0.746141119663	0.894212860796	ENSG00000262406	http://amigo.geneontology.org/amigo/term/GO:0001046
folic acid metabolic process	Gene Ontology	GO:0046655	1	19	0.746141119663	0.894212860796	ENSG00000110195	http://amigo.geneontology.org/amigo/term/GO:0046655
negative regulation of transposition	Gene Ontology	GO:0010529	1	19	0.746141119663	0.894212860796	ENSG00000182459	http://amigo.geneontology.org/amigo/term/GO:0010529
mitochondrial fission	Gene Ontology	GO:0000266	1	19	0.746141119663	0.894212860796	ENSG00000146410	http://amigo.geneontology.org/amigo/term/GO:0000266
